192.168.0.10_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T01_14_08.241424Z,7.091s,7.015s,7.011s,7.01s,7.048s,7.005s
192.168.0.11_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T01_14_08.241424Z,7.081s,7.012s,7.023s,7.011s,7.007s,7.035s
192.168.0.12_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T01_14_08.241424Z,7.099s,7.011s,7.017s,7.015s,7.01s,7.012s
