192.168.0.10_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T00_12_45.387104Z,15.341s,15.247s,15.963s,15.242s,15.275s,15.233s
192.168.0.11_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T00_12_45.387104Z,15.343s,15.241s,15.322s,15.262s,15.243s,15.277s
192.168.0.12_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T00_12_45.387104Z,15.321s,15.245s,15.244s,15.281s,15.238s,15.248s
