alpha,r_squared,r_squared_validation,sum(abs(w)),sum(abs(w) > 0.0)
0.0078125,0.0929789276998,-0.0419770353524,0.141594598893,2
0.00390625,0.436527170307,-0.271627485382,0.872930289891,2
0.001953125,0.522414230959,-0.515516465159,1.23859813539,2
0.0009765625,0.57523399634,-0.481115444143,1.718317976,14
0.00048828125,0.608670042817,-0.406575513662,2.31464595846,31
0.000244140625,0.643002576246,-0.302026540038,3.69983827013,66
0.0001220703125,0.739685612777,0.0963112180299,10.9362354012,76
6.103515625e-05,0.775522583981,0.241408135935,15.826196222,92
3.0517578125e-05,0.81264300388,0.398539593016,26.3754676307,113
1.52587890625e-05,0.831522881922,0.43246343035,37.5707449113,151
7.62939453125e-06,0.856651852801,0.445004818006,66.7752704151,215
