192.168.0.10_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T00_20_38.371043Z,13.958s,13.94s,13.851s,13.859s,13.874s,13.859s
192.168.0.11_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T00_20_38.371043Z,13.938s,13.869s,13.868s,13.861s,13.863s,13.875s
192.168.0.12_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T00_20_38.371043Z,13.942s,13.86s,13.863s,13.853s,13.86s,13.854s
