192.168.0.10_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T00_15_37.673736Z,8.451s,8.391s,8.396s,8.366s,8.389s,8.377s
192.168.0.11_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T00_15_37.673736Z,8.466s,8.374s,8.376s,8.383s,8.372s,8.398s
192.168.0.12_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T00_15_37.673736Z,8.454s,8.394s,8.372s,8.388s,8.384s,8.388s
