192.168.0.10_0,/tmp/tmp.mHlOfqrqyD,/home/fyquah/fyp/prod/rundir/2018-05-23T00_06_42.585021Z,10.673s,10.663s,10.6s,10.683s,10.882s,11.432s
192.168.0.11_0,/tmp/tmp.mHlOfqrqyD,/home/fyquah/fyp/prod/rundir/2018-05-23T00_06_42.585021Z,11.041s,10.843s,10.591s,10.748s,10.812s,10.603s
192.168.0.12_0,/tmp/tmp.mHlOfqrqyD,/home/fyquah/fyp/prod/rundir/2018-05-23T00_06_42.585021Z,10.888s,10.579s,10.678s,10.693s,10.993s,10.801s
