192.168.0.10_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T00_58_27.546752Z,10.025s,9.936s,9.948s,9.95s,9.947s,9.947s
192.168.0.11_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T00_58_27.546752Z,10.023s,9.949s,9.947s,9.946s,9.941s,9.945s
192.168.0.12_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T00_58_27.546752Z,10.014s,9.948s,9.946s,9.946s,9.946s,9.942s
