192.168.0.10_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T00_19_05.893682Z,8.097s,8.029s,8.073s,8.113s,8.037s,8.031s
192.168.0.11_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T00_19_05.893682Z,8.116s,8.025s,8.035s,7.987s,8.063s,8.044s
192.168.0.12_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T00_19_05.893682Z,8.132s,8.089s,7.992s,8.029s,8.045s,8.025s
