192.168.0.10_0,/home/fyquah/fyp/worker-dispatcher/analysis/out-v0-reproduce/floats-in-functor/linear-general-reward-without-normalisation/decay-1.000000-ridge-0.003000-benefit-sigmoid_speedup_over_baseline/optimal.sexp,/home/fyquah/fyp/prod/rundir/2018-05-31T23_25_23.263202Z,4.33s,4.256s,4.255s
192.168.0.11_0,/home/fyquah/fyp/worker-dispatcher/analysis/out-v0-reproduce/floats-in-functor/linear-general-reward-without-normalisation/decay-1.000000-ridge-0.003000-benefit-sigmoid_speedup_over_baseline/optimal.sexp,/home/fyquah/fyp/prod/rundir/2018-05-31T23_25_23.263202Z,4.327s,4.255s,4.256s
192.168.0.12_0,/home/fyquah/fyp/worker-dispatcher/analysis/out-v0-reproduce/floats-in-functor/linear-general-reward-without-normalisation/decay-1.000000-ridge-0.003000-benefit-sigmoid_speedup_over_baseline/optimal.sexp,/home/fyquah/fyp/prod/rundir/2018-05-31T23_25_23.263202Z,4.327s,4.255s,4.255s
