0,11.292,11.291,1.000,1.000,726,726,29050,29050
1,11.291,11.515,1.000,1.020,726,738,29050,29514
2,11.515,11.512,1.020,1.020,738,738,29514,29514
3,11.512,11.514,1.020,1.020,738,738,29514,29514
4,11.514,11.404,1.020,1.010,738,738,29514,29285
5,11.404,11.418,1.010,1.011,738,738,29285,29285
6,11.418,11.179,1.011,0.990,738,719,29285,28589
7,11.179,11.178,0.990,0.990,719,719,28589,28589
8,11.178,8.235,0.990,0.729,719,140,28589,15482
9,8.235,8.215,0.729,0.728,140,140,15482,15482
10,8.215,8.214,0.728,0.727,140,140,15482,15482
11,8.214,8.215,0.727,0.728,140,140,15482,15482
12,8.215,8.212,0.728,0.727,140,140,15482,15482
13,8.212,8.212,0.727,0.727,140,140,15482,15482
14,8.212,8.219,0.727,0.728,140,140,15482,15482
15,8.219,8.211,0.728,0.727,140,140,15482,15482
16,8.211,8.214,0.727,0.727,140,140,15482,15482
17,8.214,8.211,0.727,0.727,140,140,15482,15482
18,8.211,8.216,0.727,0.728,140,140,15482,15482
19,8.216,8.212,0.728,0.727,140,140,15482,15482
20,8.212,8.213,0.727,0.727,140,140,15482,15482
21,8.213,8.217,0.727,0.728,140,140,15482,15482
22,8.217,8.213,0.728,0.727,140,140,15482,15482
23,8.213,8.222,0.727,0.728,140,140,15482,15482
24,8.222,8.211,0.728,0.727,140,140,15482,15482
25,8.211,8.234,0.727,0.729,140,140,15482,15482
26,8.234,8.237,0.729,0.729,140,140,15482,15482
27,8.237,8.216,0.729,0.728,140,140,15482,15482
28,8.216,8.211,0.728,0.727,140,140,15482,15482
29,8.211,8.217,0.727,0.728,140,140,15482,15482
30,8.217,8.213,0.728,0.727,140,140,15482,15482
31,8.213,8.255,0.727,0.731,140,140,15482,15482
32,8.255,8.255,0.731,0.731,140,140,15482,15482
33,8.255,8.256,0.731,0.731,140,140,15482,15482
34,8.256,8.261,0.731,0.732,140,140,15482,15482
35,8.261,8.255,0.732,0.731,140,140,15482,15482
36,8.255,8.237,0.731,0.729,140,140,15482,15482
37,8.237,8.211,0.729,0.727,140,140,15482,15482
38,8.211,8.183,0.727,0.725,140,140,15482,15482
39,8.183,8.205,0.725,0.727,140,140,15482,15482
40,8.205,7.305,0.727,0.647,140,101,15482,10999
41,7.305,7.270,0.647,0.644,101,101,10999,10999
42,7.270,7.405,0.644,0.656,101,114,10999,11464
43,7.405,7.445,0.656,0.659,114,114,11464,11464
44,7.445,6.698,0.659,0.593,114,84,11464,8855
45,6.698,6.734,0.593,0.596,84,84,8855,8855
46,6.698,6.696,0.593,0.593,84,84,8855,8855
47,6.696,6.639,0.593,0.588,84,84,8855,8855
48,6.639,6.679,0.588,0.591,84,84,8855,8855
49,6.679,6.750,0.591,0.598,84,84,8855,8626
50,6.679,6.745,0.591,0.597,84,84,8855,8626
51,6.679,6.747,0.591,0.598,84,84,8855,8626
52,6.747,6.228,0.598,0.552,84,84,8626,8626
53,6.228,6.602,0.552,0.585,84,84,8626,8626
54,6.228,6.591,0.552,0.584,84,84,8626,8626
55,6.228,6.604,0.552,0.585,84,84,8626,8626
56,6.228,6.583,0.552,0.583,84,84,8626,8626
57,6.583,6.683,0.583,0.592,84,70,8626,8390
58,6.583,6.228,0.583,0.552,84,84,8626,8626
59,6.228,6.591,0.552,0.584,84,84,8626,8626
60,6.228,6.602,0.552,0.585,84,84,8626,8626
61,6.228,6.600,0.552,0.584,84,84,8626,8626
62,6.228,6.584,0.552,0.583,84,84,8626,8626
63,6.228,6.603,0.552,0.585,84,84,8626,8626
64,6.228,6.584,0.552,0.583,84,84,8626,8626
65,6.228,6.593,0.552,0.584,84,84,8626,8626
66,6.228,6.575,0.552,0.582,84,84,8626,8626
67,6.228,6.600,0.552,0.584,84,84,8626,8626
68,6.228,6.584,0.552,0.583,84,84,8626,8626
69,6.228,6.604,0.552,0.585,84,84,8626,8626
70,6.228,6.590,0.552,0.584,84,84,8626,8626
71,6.228,6.546,0.552,0.580,84,84,8626,8626
72,6.228,6.590,0.552,0.584,84,84,8626,8626
73,6.228,6.602,0.552,0.585,84,84,8626,8626
74,6.228,6.605,0.552,0.585,84,84,8626,8626
75,6.228,6.603,0.552,0.585,84,84,8626,8626
76,6.228,6.603,0.552,0.585,84,84,8626,8626
77,6.228,6.600,0.552,0.584,84,84,8626,8626
78,6.228,6.602,0.552,0.585,84,84,8626,8626
79,6.228,6.576,0.552,0.582,84,84,8626,8626
80,6.228,6.594,0.552,0.584,84,84,8626,8626
81,6.228,6.596,0.552,0.584,84,84,8626,8626
82,6.228,6.584,0.552,0.583,84,84,8626,8626
83,6.228,6.558,0.552,0.581,84,84,8626,8626
84,6.228,6.566,0.552,0.581,84,84,8626,8626
85,6.228,6.590,0.552,0.584,84,84,8626,8626
86,6.228,6.591,0.552,0.584,84,84,8626,8626
87,6.228,6.609,0.552,0.585,84,84,8626,8626
88,6.609,6.671,0.585,0.591,84,84,8626,8855
89,6.609,6.674,0.585,0.591,84,84,8626,8855
90,6.609,6.728,0.585,0.596,84,84,8626,8855
91,6.609,6.727,0.585,0.596,84,84,8626,8855
92,6.609,6.714,0.585,0.595,84,84,8626,8855
93,6.609,6.677,0.585,0.591,84,84,8626,8855
94,6.677,6.696,0.591,0.593,84,84,8855,8855
95,6.696,6.229,0.593,0.552,84,84,8855,8626
96,6.229,6.633,0.552,0.587,84,84,8626,8855
97,6.229,6.627,0.552,0.587,84,84,8626,8855
98,6.229,6.635,0.552,0.588,84,84,8626,8855
99,6.229,6.659,0.552,0.590,84,84,8626,8855
100,6.229,6.690,0.552,0.592,84,84,8626,8855
101,6.229,6.690,0.552,0.592,84,84,8626,8855
102,6.229,6.665,0.552,0.590,84,84,8626,8855
103,6.229,6.635,0.552,0.588,84,84,8626,8855
104,6.229,6.737,0.552,0.597,84,84,8626,8855
105,6.229,6.705,0.552,0.594,84,84,8626,8855
106,6.229,6.726,0.552,0.596,84,84,8626,8855
107,6.229,6.726,0.552,0.596,84,84,8626,8855
108,6.229,6.690,0.552,0.592,84,84,8626,8855
109,6.229,6.729,0.552,0.596,84,84,8626,8855
110,6.229,6.658,0.552,0.590,84,84,8626,8855
111,6.229,6.703,0.552,0.594,84,84,8626,8855
112,6.229,6.705,0.552,0.594,84,84,8626,8855
113,6.229,6.703,0.552,0.594,84,84,8626,8855
114,6.229,6.627,0.552,0.587,84,84,8626,8855
115,6.229,6.627,0.552,0.587,84,84,8626,8855
116,6.229,6.721,0.552,0.595,84,84,8626,8855
117,6.229,6.659,0.552,0.590,84,84,8626,8855
118,6.229,6.691,0.552,0.593,84,84,8626,8855
119,6.229,6.690,0.552,0.592,84,84,8626,8855
120,6.229,6.635,0.552,0.588,84,84,8626,8855
121,6.229,6.635,0.552,0.588,84,84,8626,8855
122,6.229,6.703,0.552,0.594,84,84,8626,8855
123,6.229,6.690,0.552,0.592,84,84,8626,8855
124,6.229,6.690,0.552,0.592,84,84,8626,8855
125,6.229,6.703,0.552,0.594,84,84,8626,8855
126,6.229,6.659,0.552,0.590,84,84,8626,8855
127,6.229,6.690,0.552,0.592,84,84,8626,8855
128,6.229,6.566,0.552,0.581,84,84,8626,8626
129,6.229,6.635,0.552,0.588,84,84,8626,8855
130,6.229,6.635,0.552,0.588,84,84,8626,8855
131,6.229,6.690,0.552,0.592,84,84,8626,8855
132,6.229,6.566,0.552,0.581,84,84,8626,8626
133,6.229,6.690,0.552,0.592,84,84,8626,8855
134,6.229,6.566,0.552,0.581,84,84,8626,8626
135,6.229,6.705,0.552,0.594,84,84,8626,8855
136,6.229,6.690,0.552,0.592,84,84,8626,8855
137,6.229,6.690,0.552,0.592,84,84,8626,8855
138,6.229,6.633,0.552,0.587,84,84,8626,8855
139,6.229,6.690,0.552,0.592,84,84,8626,8855
140,6.229,6.665,0.552,0.590,84,84,8626,8855
141,6.229,6.690,0.552,0.592,84,84,8626,8855
142,6.229,6.705,0.552,0.594,84,84,8626,8855
143,6.229,6.658,0.552,0.590,84,84,8626,8855
144,6.229,6.635,0.552,0.588,84,84,8626,8855
145,6.229,6.566,0.552,0.581,84,84,8626,8626
146,6.229,6.633,0.552,0.587,84,84,8626,8855
147,6.229,6.659,0.552,0.590,84,84,8626,8855
148,6.229,6.703,0.552,0.594,84,84,8626,8855
