192.168.0.10_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T00_10_17.766713Z,13.225s,13.148s,13.14s,13.243s,13.096s,13.149s
192.168.0.11_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T00_10_17.766713Z,13.172s,13.093s,13.135s,13.154s,13.118s,13.132s
192.168.0.12_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T00_10_17.766713Z,13.15s,13.095s,13.104s,13.1s,13.072s,13.109s
