192.168.0.10_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T01_00_20.273467Z,25.72s,25.398s,25.382s,25.383s,25.556s,26.001s
192.168.0.11_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T01_00_20.273467Z,25.655s,25.357s,25.437s,25.432s,25.378s,25.311s
192.168.0.12_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T01_00_20.273467Z,25.641s,25.251s,25.328s,25.434s,25.501s,25.456s
