192.168.0.10_0,/home/fyquah/fyp/worker-dispatcher/analysis/out-v0-reproduce-relabel/hamming/linear-general-reward-without-normalisation/decay-0.400000-ridge-0.500000-benefit-log_speedup_over_mean/optimal.sexp,/home/fyquah/fyp/prod/rundir/2018-06-10T09_51_53.719677Z,12.298s,12.197s,12.195s
192.168.0.11_0,/home/fyquah/fyp/worker-dispatcher/analysis/out-v0-reproduce-relabel/hamming/linear-general-reward-without-normalisation/decay-0.400000-ridge-0.500000-benefit-log_speedup_over_mean/optimal.sexp,/home/fyquah/fyp/prod/rundir/2018-06-10T09_51_53.719677Z,12.282s,12.195s,12.203s
192.168.0.12_0,/home/fyquah/fyp/worker-dispatcher/analysis/out-v0-reproduce-relabel/hamming/linear-general-reward-without-normalisation/decay-0.400000-ridge-0.500000-benefit-log_speedup_over_mean/optimal.sexp,/home/fyquah/fyp/prod/rundir/2018-06-10T09_51_53.719677Z,12.288s,12.194s,12.214s
