192.168.0.10_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T01_07_20.619232Z,12.748s,12.578s,12.587s,12.597s,12.595s,12.583s
192.168.0.11_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T01_07_20.619232Z,12.682s,12.593s,12.578s,12.609s,12.582s,12.581s
192.168.0.12_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T01_07_20.619232Z,12.668s,12.607s,12.585s,12.587s,12.593s,12.634s
