192.168.0.10_0,/home/fyquah/fyp/worker-dispatcher/analysis/out-v0-reproduce/sequence/linear-general-reward-without-normalisation/decay-0.400000-ridge-0.005000-benefit-linear_speedup_over_mean/optimal.sexp,/home/fyquah/fyp/prod/rundir/2018-06-03T07_03_09.179133Z,12.726s,12.686s,12.644s
192.168.0.11_0,/home/fyquah/fyp/worker-dispatcher/analysis/out-v0-reproduce/sequence/linear-general-reward-without-normalisation/decay-0.400000-ridge-0.005000-benefit-linear_speedup_over_mean/optimal.sexp,/home/fyquah/fyp/prod/rundir/2018-06-03T07_03_09.179133Z,12.719s,12.649s,12.653s
192.168.0.12_0,/home/fyquah/fyp/worker-dispatcher/analysis/out-v0-reproduce/sequence/linear-general-reward-without-normalisation/decay-0.400000-ridge-0.005000-benefit-linear_speedup_over_mean/optimal.sexp,/home/fyquah/fyp/prod/rundir/2018-06-03T07_03_09.179133Z,12.725s,12.648s,12.652s
