alpha,r_squared,r_squared_validation,sum(abs(w)),sum(abs(w) > 0.0)
0.00048828125,0.170181987324,-0.0261750853622,0.0153713543397,9
0.000244140625,0.254221835029,0.229375267138,0.0291499948032,12
0.0001220703125,0.286303333336,0.322243178638,0.0399911965103,17
6.103515625e-05,0.309705853771,0.446030159935,0.0567358795681,29
3.0517578125e-05,0.325172127273,0.515876508125,0.0778251196781,43
1.52587890625e-05,0.348394749378,0.538410670889,0.146525445565,93
7.62939453125e-06,0.378614672341,0.513900913695,0.321756972439,186
3.81469726562e-06,0.412119415827,0.452950917662,0.694273177269,265
1.90734863281e-06,0.433122295884,0.38433242348,1.16687103252,365
9.53674316406e-07,0.444659796081,0.365353930306,1.72654197469,464
4.76837158203e-07,0.450107267947,0.341095730217,2.32353528595,637
