192.168.0.10_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T01_11_25.548310Z,12.278s,12.2s,12.198s,12.196s,12.195s,12.201s
192.168.0.11_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T01_11_25.548310Z,12.274s,12.216s,12.201s,12.202s,12.216s,12.187s
192.168.0.12_0,/tmp/tmp.hE8hdCrNky,/home/fyquah/fyp/prod/rundir/2018-05-23T01_11_25.548310Z,12.271s,12.195s,12.202s,12.201s,12.202s,12.2s
